X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
-78.169968,37.7693370000001,777,Virginia,US,2022/09/11 05:20:45+00,37.769337,-78.169968,2058582,0,21587,0,,51,"Virginia, US"
-122.070938,44.5720210000001,778,Oregon,US,2022/09/11 05:20:45+00,44.572021,-122.070938,883368,0,8471,0,,41,"Oregon, US"
-110.454353,46.921925,779,Montana,US,2022/09/11 05:20:45+00,46.921925,-110.454353,306709,0,3509,0,,30,"Montana, US"
-71.5638959999999,43.4524920000001,780,New Hampshire,US,2022/09/11 05:20:45+00,43.452492,-71.563896,346016,0,2671,0,,33,"New Hampshire, US"
-71.5301059999999,42.230171,781,Massachusetts,US,2022/09/11 05:20:45+00,42.230171,-71.530106,2021331,0,21536,0,,25,"Massachusetts, US"
-80.945007,33.8568920000001,782,South Carolina,US,2022/09/11 05:20:45+00,33.856892,-80.945007,1687640,0,18299,0,,45,"South Carolina, US"
-72.710686,44.0458760000001,783,Vermont,US,2022/09/11 05:20:45+00,44.045876,-72.710686,140740,0,715,0,,50,"Vermont, US"
-81.6867829999999,27.7662790000001,784,Florida,US,2022/09/11 05:20:45+00,27.766279,-81.686783,7108060,0,80408,0,,12,"Florida, US"
-157.498337,21.094318,785,Hawaii,US,2022/09/11 05:20:45+00,21.094318,-157.498337,340729,0,1655,0,,15,"Hawaii, US"
-84.670067,37.6681400000001,786,Kentucky,US,2022/09/11 05:20:45+00,37.66814,-84.670067,1554928,0,16808,0,,21,"Kentucky, US"
-71.51178,41.680893,787,Rhode Island,US,2022/09/11 05:20:45+00,41.680893,-71.51178,420175,0,3652,0,,44,"Rhode Island, US"
-98.2680819999999,41.12537,788,Nebraska,US,2022/09/11 05:20:45+00,41.12537,-98.268082,533046,0,4488,0,,31,"Nebraska, US"
-82.764915,40.388783,789,Ohio,US,2022/09/11 05:20:45+00,40.388783,-82.764915,3096557,0,39576,0,,39,"Ohio, US"
-86.9023,32.3182,790,Alabama,US,2022/09/11 05:20:45+00,32.3182,-86.9023,1504180,0,20239,0,,01,"Alabama, US"
-79.8064189999999,35.6300660000001,791,North Carolina,US,2022/09/11 05:20:45+00,35.630066,-79.806419,3141302,0,26365,0,,37,"North Carolina, US"
-77.0268169999999,38.8974380000001,792,District of Columbia,US,2022/09/11 05:20:45+00,38.897438,-77.026817,166893,0,1382,0,,11,"District of Columbia, US"
-69.381927,44.693947,793,Maine,US,2022/09/11 05:20:45+00,44.693947,-69.381927,284881,0,2551,0,,23,"Maine, US"
